Djibouti,1204,1145,1350,1907,1999,2070,2229,2229,2575,2741,2803,2900,262
Dominican Republic,3250,4493,5360,7194,7753,8030,8185,8185,9554,10144,10504,11175,214
Ecuador,4649,4403,5305,6155,6493,6881,7059,7059,7242,7321,7370,7319,218
Egypt,2465,2587,2911,3630,4541,4609,4143,4143,4383,4195,4243,4365,818
El Salvador,3153,3592,3822,4733,4898,4891,5330,5330,5140,5177,5117,5234,222
Equatorial Guinea,1318,6502,14636,15601,16119,17362,16826,16826,16918,15356,14097,12783,226
Eritrea,1675,1900,1788,1591,1708,1289,1321,1321,1338,1336,1373,1404,232
Estonia,8672,11784,17473,16564,17877,18788,19456,19456,20402,21066,22147,22999,233
Eswatini (Kingdom of),4063,3967,4537,5086,5472,5753,6702,6702,6883,7016,7027,7029,748
Ethiopia,418,466,498,784,849,898,966,966,1120,1199,1281,1332,231
Fiji,3354,3583,4611,4933,5156,5117,5421,5421,5449,5449,5594,5838,242
Finland,21034,27419,31554,34074,33532,34235,32779,32779,33335,34119,34519,35066,246
France,22557,25753,27908,30509,31127,31262,31443,31443,31511,31763,32506,33005,250
Gabon,12225,10363,10786,9639,9605,10488,10899,10899,11607,11584,11485,11240,266
Gambia,879,957,980,781,725,752,773,773,771,757,771,800,270
Georgia,1379,2409,3046,4287,4696,5166,5480,5480,5956,5953,6217,6504,268
Germany,23450,26237,28085,32532,34620,34660,35228,35228,36446,37188,37979,38467,276
Ghana,1645,1803,2048,2513,2744,2848,3062,3062,2998,3014,3169,3287,288
Greece,12938,15947,21216,21332,19374,18848,18219,18219,19127,19223,19508,19749,300
Guatemala,2961,3632,3866,4138,3940,4707,4522,4522,4795,4736,4806,4864,320
Guinea,1112,1179,1150,1290,1331,1394,1430,1430,1516,1662,1864,1878,324
Guinea-Bissau,1205,1040,1039,1157,1235,1180,1159,1159,1237,1283,1293,1305,624
Guyana,1838,2225,2306,3286,3543,3781,3974,3974,4285,4462,4583,4676,328
Haiti,1288,1383,1227,1241,1301,1326,1362,1362,1385,1388,1386,1388,332
Honduras,1742,1808,2494,2835,2699,2630,2787,2787,2903,3015,3127,3214,340
Hong Kong; China (SAR),20908,23069,29330,36818,37207,37838,38849,38849,41115,40384,42573,43851,344
Hungary,10828,12823,17208,17023,17258,17025,17778,17778,18810,19436,19905,21011,348
Iceland,22545,27185,31165,26613,28325,29701,33579,33579,35088,36950,38820,39244,352
India,928,1147,1514,1783,1780,1772,1875,1875,2159,2331,2493,2625,356
Indonesia,3638,3201,3806,5343,5663,5991,6153,6153,6833,6997,7353,7673,360
Iran (Islamic Republic of),2317,3280,5068,5568,5487,4910,4707,4707,4961,6062,6165,5809,364
Iraq,1029,2166,2375,3166,3232,3549,3639,3639,3540,3923,3754,3712,368
Ireland,14920,22984,28411,28563,28836,28632,30411,30411,36395,40779,42534,44917,372
Israel,16602,18719,20232,20877,21685,21676,22723,22723,23796,23760,24032,24617,376
Italy,19365,22536,24415,25977,26241,25847,24699,24699,24618,25297,26009,26473,380
Jamaica,6046,5533,5832,5999,6103,6164,6153,6153,6110,6144,6274,6326,388
Japan,21638,22743,24495,23821,24200,24718,25810,25810,26960,27447,28389,28781,392
Jordan,1457,1711,2058,2812,2770,2668,2505,2505,2448,2700,2713,2734,400
Kazakhstan,6998,7090,10957,13428,13878,14817,16233,16233,17236,16399,16382,16491,398
Kenya,1748,1737,1740,2020,2101,2138,2201,2201,2354,2457,2520,2619,404
Korea (Republic of),8876,11344,14176,18707,19392,20017,20495,20495,21256,22080,22725,23227,410
Kuwait,48503,43795,53496,48287,50616,52935,52005,52005,50253,51183,50194,49075,414
Kyrgyzstan,1217,1421,1597,1769,1780,1857,1912,1912,2088,2067,2121,2192,417
Lao People's Democratic Republic,1755,2076,2629,3152,3321,3585,3844,3844,4357,4584,4769,5027,418
Latvia,6311,8466,13274,15476,16366,17181,17801,17801,18806,19677,20632,21857,428
Lebanon,3731,4031,3605,5683,5563,5417,5229,5229,4844,4798,4861,4668,422
Lesotho,1604,1676,1948,2471,2466,2519,2517,2517,2614,2724,2633,2641,426
Liberia,204,993,721,1007,1082,1099,1171,1171,1141,1097,1095,1051,430
Libya,5540,6192,7876,10744,4564,9299,4742,4742,3831,3751,4580,4866,434
Lithuania,7055,9531,14327,17894,18937,20174,20832,20832,22233,23103,24432,25667,440
Luxembourg,39151,52078,59206,54237,51063,50385,48832,48832,49110,49614,52288,53010,442
Madagascar,1113,1182,1142,1105,1087,1072,1062,1062,1051,1065,1094,1119,450
Malawi,685,735,715,896,910,844,854,854,883,901,918,925,454
Malaysia,8414,9020,10522,14205,15104,15777,16886,16886,18741,19354,20259,20821,458
Maldives,3318,5338,4966,6093,6495,6488,6705,6705,6834,6931,7137,7453,462
Mali,959,1078,1259,1364,1097,1048,1052,1052,1210,1269,1311,1311,466
Malta,8967,11973,12689,15238,16168,17056,19202,19202,22672,22942,24060,25026,470
Mauritania,1298,1380,1556,1759,1759,1802,1876,1876,1930,1945,1982,2018,478
Mauritius,4860,6223,7460,9031,9273,10217,11707,11707,12838,12905,13743,14261,480
Mexico,6907,8869,9460,10061,10403,10704,10624,10624,10937,11094,11166,11253,484
Moldova (Republic of),2654,2456,3712,4428,4686,4808,5250,5250,5312,5483,5705,5885,498
Mongolia,3203,4027,4904,5852,6507,7636,7885,7885,9357,9228,8863,9666,496
Montenegro,..,7833,8540,10661,11340,10980,11468,11468,13150,13178,13859,14457,499
Morocco,1448,1767,2291,2803,2899,2883,2990,2990,3000,2942,2963,3012,504
Mozambique,340,510,655,838,886,928,963,963,1014,1019,1020,1031,508
Myanmar,639,894,1526,2556,2673,2726,2950,2950,3137,3278,3414,3613,104
Namibia,4672,4942,5926,7009,7352,7505,8415,8415,9272,9330,8983,8917,516
Nepal,1092,1076,1306,1598,1642,1716,1775,1775,1924,1912,2030,2113,524
Netherlands,24227,31823,34300,36913,37970,37626,37328,37328,37843,37966,39688,40572,528
New Zealand,17585,19967,23004,22713,23242,23869,24368,24368,25671,26302,26398,26757,554
Nicaragua,1245,1701,2155,2197,2314,2436,2534,2534,4144,4303,4476,4277,558
Niger,582,559,563,..,..,104,104,104,109,110,111,112,562
Nigeria,2074,2066,2822,3969,4103,4208,4407,4407,4687,4511,4404,4313,566
North Macedonia,4924,5429,6011,8308,8638,8470,8880,8880,9167,9150,9216,9464,807
Norway,38399,44906,50499,55320,55363,56291,56429,56429,58809,58981,59813,60283,578
Oman,9164,13399,13262,14225,12897,12979,12832,12832,12356,12414,11733,11435,512
Pakistan,658,629,913,1262,1268,1299,1318,1318,1456,1479,1513,1570,586
Palestine; State of,898,938,1123,1335,1591,1663,1666,1666,1744,1808,1805,1824,275
Panama,6105,7232,7987,10245,11379,12788,12951,12951,14267,15001,15800,16107,591
Papua New Guinea,2386,2073,2050,2496,2519,2579,2483,2483,3300,3362,3323,3248,598
Paraguay,5236,4087,4589,6081,6685,6797,7202,7202,7624,7711,8088,8326,600
Peru,3894,4029,4718,6463,6891,7361,7871,7871,8155,8549,8587,8840,604
Philippines,3008,3679,4391,5240,5308,5575,5953,5953,6454,7039,7203,7541,608
Poland,8359,11088,12532,16683,17505,17825,17801,17801,19096,19868,20731,21877,616
Portugal,15828,18898,21081,22354,21597,21037,21043,21043,21835,22411,23163,23628,620
Qatar,27886,45709,36864,41815,48151,51747,54095,54095,57751,59420,58668,57196,634
Romania,8061,8006,11247,13699,14103,14586,15241,15241,16533,17137,18656,19488,642
Russian Federation,9777,10738,15014,18251,19024,19637,19783,19783,19163,19224,19521,19968,643
Rwanda,591,686,909,1248,1258,1331,1355,1355,1502,1552,1611,1708,646
Saint Lucia,6059,6650,7112,8685,9384,9073,9000,9000,8221,8761,9244,9086,662
Saint Vincent and the Grenadines,4002,4501,6011,6965,7274,7326,7296,7296,8227,8491,8480,8615,670
Samoa,1819,2257,3054,3713,3868,3761,3656,3656,3663,3892,3948,3955,882
Sao Tome and Principe,942,985,1265,1633,1608,1612,1755,1755,1808,1882,1929,1885,678
Saudi Arabia,9243,10299,13991,14358,16880,18254,17652,17652,18180,18762,18196,18169,682
Senegal,1104,1270,1477,1699,1688,1749,1772,1772,1944,2003,2091,2172,686
Serbia,5191,5628,7576,11024,10812,10602,11220,11220,11081,11528,11772,12551,688
Sierra Leone,758,756,895,1089,1103,1301,1480,1480,1163,1097,1220,1238,694
Singapore,29558,34833,40351,54468,63557,64012,65753,65753,69393,70026,72553,74594,702
Slovakia,9760,11639,14549,18461,18232,18936,19753,19753,21057,22014,22784,23684,703
Slovenia,14176,17326,23681,24905,25167,24516,23538,23538,24886,26081,27557,28833,705
Solomon Islands,1091,1344,1255,1065,1152,1431,1522,1522,1568,1532,1525,1569,90
South Africa,6414,7133,7981,8818,9041,9240,9294,9294,9204,9082,9123,9036,710
South Sudan,..,..,..,2089,2058,1935,2060,2060,1831,1476,1331,1277,728
Spain,15336,19245,22545,24192,24114,23689,23658,23658,25237,26729,27374,28085,724
Sri Lanka,2366,2938,3688,4678,5134,5366,5754,5754,6400,6386,6619,6766,144
Sudan,807,929,1025,1290,1455,1583,1143,1143,1699,1757,1820,1759,729
Suriname,5166,5267,7012,9130,9321,9732,10156,10156,9722,8519,7752,7953,740
Sweden,25225,29658,33562,36632,37279,38450,38628,38628,40332,40739,41396,41923,752
Switzerland,33472,39563,43361,45863,44212,47458,47947,47947,48627,48276,47481,49279,756
Syrian Arab Republic,1622,1481,1474,1551,1449,1132,865,865,634,614,642,657,760
Tajikistan,806,759,1124,878,918,952,999,999,947,964,984,1044,762
Tanzania (United Republic of),1189,1278,1606,1929,2009,2231,2296,2296,2224,2298,2383,2436,834
Thailand,6976,6913,8444,10895,11675,12206,12302,12302,12811,13308,13817,14320,764
Timor-Leste,3066,2764,955,5268,5175,3039,2978,2978,3984,6049,5372,5389,626
Togo,975,1057,990,990,1060,1058,1099,1099,1158,1164,1178,1200,768
Tonga,2709,2783,3266,3444,3540,3601,3410,3410,3589,3844,3952,3816,776
Trinidad and Tobago,7420,10758,17544,23133,21429,22127,23467,23467,24225,22620,22415,22266,780
Tunisia,2231,2910,3539,4485,4316,4544,4630,4630,4734,4717,4702,4737,788
Turkey,5704,6006,6638,10245,11481,12095,13009,13009,14252,14728,15796,15920,792
Turkmenistan,3218,3493,4230,6595,7320,7997,8710,8710,10135,10937,11263,11745,795
Uganda,708,824,971,1117,1187,1190,1187,1187,1237,1252,1253,1273,800
Ukraine,3941,3445,5317,6010,6113,6242,6292,6292,5605,5769,5822,6063,804
United Arab Emirates,28376,31054,29495,18427,18951,19400,20320,20320,22366,23284,23975,24212,784
United Kingdom,19788,24606,29174,25169,25464,25564,25686,25686,27230,27551,28294,28525,826
United States,29652,34938,38255,39951,40302,40766,41145,41145,42658,42986,43866,44462,840
Uruguay,7633,9041,9015,11850,12691,12668,13260,13260,13982,14698,14858,14902,858
Uzbekistan,1566,1742,2170,3185,3378,3615,3878,3878,4161,4308,4464,4657,860
Vanuatu,1780,1973,1786,2214,2200,2118,2207,2207,2084,2125,2192,2185,548
Venezuela (Bolivarian Republic of),9264,9010,9617,12756,12778,13288,13270,13270,11398,9339,7827,6655,862
Viet Nam,1601,2240,3034,3766,3958,4216,4429,4429,4910,5200,5455,5739,704
Yemen,552,970,842,808,761,592,467,467,328,238,182,168,887
Zambia,1534,1636,1858,2580,2695,2921,2896,2896,3024,3035,2985,3011,894
Zimbabwe,2003,2143,1484,1443,1590,1845,1915,1915,1905,1922,1986,2280,716
Andorra,..,..,..,..,..,..,..,..,..,..,..,..,20
Antigua and Barbuda,..,..,..,..,..,..,..,..,..,..,..,..,28
Dominica,..,..,..,..,..,..,..,..,..,..,..,..,212
Micronesia (Federated States of),..,..,..,..,..,..,..,..,..,..,..,..,583
Grenada,..,..,..,..,..,..,..,..,..,..,..,..,308
Kiribati,..,..,..,..,..,..,..,..,..,..,..,..,296
Saint Kitts and Nevis,..,..,..,..,..,..,..,..,..,..,..,..,659
Liechtenstein,..,..,..,..,..,..,..,..,..,..,..,..,438
Marshall Islands,..,..,..,..,..,..,..,..,..,..,..,..,584
Palau,..,..,..,..,..,..,..,..,..,..,..,..,585
Seychelles,..,..,..,..,..,..,..,..,..,..,..,..,690
